0  0
0.100107642626  0.0655913978495
0.200215285253  0.0827956989247
0.300322927879  0.0881720430108
0.399354144241  0.0881720430108
0.500538213132  0.0806451612903
0.599569429494  0.0709677419355
0.700753498385  0.0569892473118
0.799784714747  0.041935483871
0.899892357374  0.0236559139785
1  0
0.899892357374  -0.010752688172
0.799784714747  -0.0193548387097
0.700753498385  -0.0279569892473
0.599569429494  -0.0354838709677
0.499461786868  -0.041935483871
0.400430570506  -0.0494623655914
0.299246501615  -0.0516129032258
0.199138858988  -0.0516129032258
0.0990312163617  -0.0451612903226
