0.0010752688172  0.0048485550472
0.0129032258065  0.0231736839057
0.0505376344086  0.0469126078647
0.1  0.0642010771993
0.150537634409  0.0750275091214
0.2  0.0815439856373
0.3  0.0881149012567
0.501075268817  0.0818683037007
0.7  0.0573070017953
0.998924731183  0.00269183992587
1  -0.0016157989228
0.7  -0.028868940754
0.5  -0.0420107719928
0.3  -0.051921005386
0.2  -0.0509515260323
0.149462365591  -0.0499287658539
0.1  -0.0456732495512
0.0505376344086  -0.0371089361209
0.0129032258065  -0.019914287369
0  -0.00377019748654
